"School","Year","Games","Wins","Losses","Ties","Preseason Rank","Postseason Rank","Srs","Sp Overall","Sp Offense","Sp Defense","First Name","Last Name","Hire Date"
"Clemson","2006","13","8","5","0","18","","11.4","16.7","31.5","13.7","Tommy","Bowden",""
"Clemson","2007","13","9","4","0","","21","14.6","16.2","31.6","15.2","Tommy","Bowden",""
"Clemson","2008","6","3","3","0","9","","8.4","12.8","27","14.2","Tommy","Bowden",""
"Southern Mississippi","2001","11","6","5","0","","","4.1","3.2","26.8","24.5","Jeff","Bower",""
"Southern Mississippi","2002","13","7","6","0","","","-0.9","4","24.5","21.1","Jeff","Bower",""
"Southern Mississippi","2003","13","9","4","0","","","2.1","7.6","27.4","20.5","Jeff","Bower",""
"Southern Mississippi","2004","12","7","5","0","","","-1.6","-0.7","30.4","31.8","Jeff","Bower",""
"Southern Mississippi","2005","12","7","5","0","","","0.2","1.1","27.9","26.8","Jeff","Bower",""
"Southern Mississippi","2006","14","9","5","0","","","2.1","-0.3","23.3","23.1","Jeff","Bower",""
"Southern Mississippi","2007","13","7","6","0","","","-2.7","-0.5","26.9","28.1","Jeff","Bower",""
"Louisville","2022","1","1","0","0","","","10.6","9","27","19.1","Deion","Branch",""
"Bowling Green","2003","14","11","3","0","","23","4.1","11.3","36.8","27.7","Gregg","Brandon",""
"Bowling Green","2004","12","9","3","0","","","7.1","11.9","45.9","36.7","Gregg","Brandon",""
"Bowling Green","2005","11","6","5","0","","","-3.4","-0.9","28.8","29.8","Gregg","Brandon",""
"Bowling Green","2006","12","4","8","0","","","-16.8","-14.1","17.2","28.7","Gregg","Brandon",""
"Bowling Green","2007","13","8","5","0","","","-9.1","-3.8","31.2","35.7","Gregg","Brandon",""
"Bowling Green","2008","12","6","6","0","","","-1.7","2.4","29.2","25.7","Gregg","Brandon",""
"Northwestern","2022","12","1","11","0","","","-7.2","-13.4","17","28.6","David","Braun",""
"Northwestern","2023","13","8","5","0","","","-0.3","-1.3","18.5","18.5","David","Braun",""
"San José State","2017","13","2","11","0","","","-26.7","-20","15.2","37.5","Brent","Brennan","2016-12-07T00:00:00.000Z"
"San José State","2018","12","1","11","0","","","-14.1","-17.1","17.3","34.7","Brent","Brennan","2016-12-07T00:00:00.000Z"
"San José State","2019","12","5","7","0","","","-7.5","-7.2","29.6","36.7","Brent","Brennan","2016-12-07T00:00:00.000Z"
"San José State","2020","8","7","1","0","","24","8.6","0.1","30.4","30.4","Brent","Brennan","2016-12-07T00:00:00.000Z"
"San José State","2021","12","5","7","0","","","-9.9","-1.9","22.6","25.2","Brent","Brennan","2016-12-07T00:00:00.000Z"
"San José State","2022","12","7","5","0","","","-6.5","-4.3","19.1","21.6","Brent","Brennan","2016-12-07T00:00:00.000Z"
"San José State","2023","13","7","6","0","","","2.8","-3.4","28.1","29.5","Brent","Brennan","2016-12-07T00:00:00.000Z"
"Minnesota","2007","12","1","11","0","","","-9.3","-7.6","30.6","38.8","Tim","Brewster",""
"Minnesota","2008","13","7","6","0","","","0.4","3","26.8","25","Tim","Brewster",""
"Minnesota","2009","13","6","7","0","","","-0.1","0.3","22.1","22.5","Tim","Brewster",""
"Minnesota","2010","7","1","6","0","","","-4.7","-10.4","25.1","33.6","Tim","Brewster",""
"Houston","2003","13","7","6","0","","","-6.9","-8.5","39.4","43.3","Art","Briles",""
"Houston","2004","11","3","8","0","","","-9.1","-6.3","29.8","35","Art","Briles",""
"Houston","2005","12","6","6","0","","","-5.4","-1","28.6","29.6","Art","Briles",""
"Houston","2006","14","10","4","0","","","4.6","7.6","33.9","25.2","Art","Briles",""
"Houston","2007","12","8","4","0","","","-3.7","-4.7","30.9","34.2","Art","Briles",""
"Baylor","2008","12","4","8","0","","","3.2","4","32.3","27.4","Art","Briles",""
"Baylor","2009","12","4","8","0","","","-4.7","-3.6","22.7","25.6","Art","Briles",""
"Baylor","2010","13","7","6","0","","","-0.1","4.6","34.9","29.5","Art","Briles",""
"Baylor","2011","13","10","3","0","","13","12.6","10.9","47","35.5","Art","Briles",""
"Baylor","2012","13","8","5","0","","","14.4","11","45.2","33.3","Art","Briles",""
"Baylor","2013","13","11","2","0","","13","22.8","20.4","41","21","Art","Briles",""
"Baylor","2014","13","11","2","0","10","7","21.1","23.9","43","19.5","Art","Briles",""
"Baylor","2015","13","10","3","0","4","13","17.8","19.5","45.1","24.1","Art","Briles",""
"Army","2007","12","3","9","0","","","-16.2","-28.4","7.3","35.3","Stan","Brock",""
"Army","2008","12","3","9","0","","","-12.8","-20.3","10.2","30.4","Stan","Brock",""
"Purdue","2022","1","0","1","0","","","5.1","7.7","31.6","22.4","Brian","Brohm",""
"Western Kentucky","2014","13","8","5","0","","","0.6","-2.6","40.1","41.6","Jeff","Brohm",""
"Western Kentucky","2015","14","12","2","0","","24","9.7","10.8","40.1","29.8","Jeff","Brohm",""
"Western Kentucky","2016","13","10","3","0","","","10.1","15.5","40.7","25.8","Jeff","Brohm",""
"Purdue","2017","13","7","6","0","","","10.8","5.8","28.6","22.1","Jeff","Brohm",""
"Purdue","2018","13","6","7","0","","","7.6","6.5","37.2","30.8","Jeff","Brohm",""
"Purdue","2019","12","4","8","0","","","-0.5","-0.7","30.8","31","Jeff","Brohm",""
"Purdue","2020","6","2","4","0","","","-0.4","5.9","32.6","26.8","Jeff","Brohm",""
"Purdue","2021","13","9","4","0","","","7.9","10.3","32.6","21.1","Jeff","Brohm",""
"Purdue","2022","13","8","5","0","","","5.1","7.7","31.6","22.4","Jeff","Brohm",""
"Louisville","2023","14","10","4","0","","19","12.6","8","30.1","22.3","Jeff","Brohm",""
"Akron","2004","11","6","5","0","0","0","-13.9","-11.1","29.9","38.2","J.D.","Brookhart",""
"Akron","2005","13","7","6","0","0","0","-6.3","-5.8","19.9","25.7","J.D.","Brookhart",""
"Akron","2006","12","5","7","0","0","0","-10.6","-6.1","18","22.3","J.D.","Brookhart",""
"Akron","2007","12","4","8","0","0","0","-14.4","-17.6","16.3","34.1","J.D.","Brookhart",""
"Akron","2008","12","5","7","0","0","0","-7.0","-6.7","29","34.7","J.D.","Brookhart",""
"Akron","2009","12","3","9","0","0","0","-19.0","-17.8","16.3","31.9","J.D.","Brookhart",""
"Kentucky","2003","12","4","8","0","","","-1.1","-4.5","31.9","35.3","Rich","Brooks",""
"Kentucky","2004","11","2","9","0","","","-8.2","-7.1","25.4","32","Rich","Brooks",""
"Kentucky","2005","11","3","8","0","","","-10.5","-12.5","21.4","33.9","Rich","Brooks",""
"Kentucky","2006","13","8","5","0","","","4.3","1.7","33.3","30.8","Rich","Brooks",""
"Kentucky","2007","13","8","5","0","","","11.3","13.4","38.8","24.9","Rich","Brooks",""
"Kentucky","2008","13","7","6","0","","","2.0","-1.8","18.1","19.5","Rich","Brooks",""
"Kentucky","2009","13","7","6","0","","","6.7","2.1","23.8","23.1","Rich","Brooks",""
"UMass","2022","12","1","11","0","","","-23.8","-30.3","7.5","36.4","Don","Brown","2021-11-22T00:00:00.000Z"
"UMass","2023","12","3","9","0","","","-15.2","-17.5","20.8","36.2","Don","Brown","2021-11-22T00:00:00.000Z"
"Texas","2001","13","11","2","0","5","5","22.4","23.1","43.8","23.2","Mack","Brown",""
"Texas","2002","13","11","2","0","4","6","20.9","24.2","41.1","18.7","Mack","Brown",""
"Texas","2003","13","10","3","0","5","12","17.5","22.7","46.7","28.3","Mack","Brown",""
"Texas","2004","12","11","1","0","7","5","19.7","24.7","43.1","20.3","Mack","Brown",""
"Texas","2005","13","13","0","0","2","1","31.0","35.3","47.6","12.2","Mack","Brown",""
"Texas","2006","13","10","3","0","3","13","14.6","21.9","37.4","16.4","Mack","Brown",""
"Texas","2007","13","10","3","0","4","10","11.4","25.8","43.4","18.9","Mack","Brown",""
"Texas","2008","13","12","1","0","11","4","28.7","36","50.3","15.8","Mack","Brown",""
"Texas","2009","14","13","1","0","2","2","24.4","30","37.6","9.2","Mack","Brown",""
"Texas","2010","12","5","7","0","5","","1.3","10.6","24.8","15.3","Mack","Brown",""
"Texas","2011","13","8","5","0","","","12.7","18.6","31.1","13","Mack","Brown",""
"Texas","2012","13","9","4","0","15","19","13.6","18.6","42.2","23.4","Mack","Brown",""
"Texas","2013","13","8","5","0","15","","9.7","10.5","29.4","20.1","Mack","Brown",""
"North Carolina","2019","13","7","6","0","","","7.7","10.3","35.1","24.6","Mack","Brown",""
"North Carolina","2020","12","8","4","0","18","18","","","","","Mack","Brown",""
"North Carolina","2021","13","6","7","0","10","","4.7","6.4","37.8","31.7","Mack","Brown",""
"North Carolina","2022","14","9","5","0","","","4.2","7.8","41.7","35","Mack","Brown",""
"North Carolina","2023","13","8","5","0","21","","8.8","7.4","34.4","27.8","Mack","Brown",""
"Troy","2015","12","4","8","0","","","-9.9","-7","24.5","31.9","Neal","Brown",""
"Troy","2016","13","10","3","0","","","1.6","1.1","25.7","25.1","Neal","Brown",""
"Troy","2017","13","11","2","0","","","1.2","1.6","27.5","23.5","Neal","Brown",""
"Troy","2018","13","10","3","0","","","-1.4","2.6","26.4","25.6","Neal","Brown",""
"West Virginia","2019","12","5","7","0","","","-1.7","-7","22.9","29.1","Neal","Brown",""
"West Virginia","2020","10","6","4","0","","","5.9","8.5","27.9","19.4","Neal","Brown",""
"West Virginia","2021","13","6","7","0","","","1.1","1.8","27.7","25","Neal","Brown",""
"West Virginia","2022","12","5","7","0","","","3.9","2.4","36.3","34.5","Neal","Brown",""
"West Virginia","2023","13","9","4","0","","","6.5","7.5","31.5","24.6","Neal","Brown",""
"UAB","2001","11","6","5","0","","","-0.1","-1.2","24.7","26.1","Watson","Brown",""
"UAB","2002","12","5","7","0","","","-12.6","-15.6","25.7","38.5","Watson","Brown",""
"UAB","2003","12","5","7","0","","","-7.4","-8.1","23.5","30.9","Watson","Brown",""
"UAB","2004","12","7","5","0","","","-3.1","-3.2","35.4","37.5","Watson","Brown",""
"UAB","2005","11","5","6","0","","","-4.3","2.3","33.3","31","Watson","Brown",""
"UAB","2006","12","3","9","0","","","-10.0","-11.3","19.9","31.9","Watson","Brown",""
"North Carolina","2001","13","8","5","0","","","10.7","12.2","33.8","23.1","John","Bunting",""
"North Carolina","2002","12","3","9","0","","","-7.5","-4.4","30.7","34.7","John","Bunting",""
"North Carolina","2003","12","2","10","0","","","-5.0","-6.8","36.6","40.9","John","Bunting",""
"North Carolina","2004","12","6","6","0","","","5.8","12.8","39.6","28.7","John","Bunting",""
"North Carolina","2005","11","5","6","0","","","1.1","-3.5","19.9","23.4","John","Bunting",""
"North Carolina","2006","12","3","9","0","","","-8.6","-6.2","19.8","27.3","John","Bunting",""
"Tulsa","2001","11","1","10","0","","","-27.9","-28.1","19","42.4","Keith","Burns",""
"Tulsa","2002","12","1","11","0","","","-23.5","-28.5","19.9","42.8","Keith","Burns",""
"Kent State","2023","12","1","11","0","","","-27.0","-26.3","8.2","34.8","Kenni","Burns",""
"Louisiana","2002","12","3","9","0","","","-15.5","-19.6","18.7","36.5","Rickey","Bustle",""
"Louisiana","2003","12","4","8","0","","","-18.6","-21.3","25.4","42.2","Rickey","Bustle",""
"Louisiana","2004","11","4","7","0","","","-15.4","-15.9","23.2","36.5","Rickey","Bustle",""
"Louisiana","2005","11","6","5","0","","","-14.7","-17.7","20.8","38.5","Rickey","Bustle",""
"Louisiana","2006","12","6","6","0","","","-15.0","-19.3","11.4","30.3","Rickey","Bustle",""
"Louisiana","2007","12","3","9","0","","","-14.3","-22.3","21","42.4","Rickey","Bustle",""
"Louisiana","2008","12","6","6","0","","","-9.0","-11.1","29.3","39.9","Rickey","Bustle",""
"Louisiana","2009","12","6","6","0","","","-14.6","-23.8","13.5","37.5","Rickey","Bustle",""
"Louisiana","2010","12","3","9","0","","","-20.5","-28.2","15.5","41","Rickey","Bustle",""
"Vanderbilt","2010","12","2","10","0","","","-11.0","-10","20.5","29.4","Robbie","Caldwell",""
"Air Force","2007","13","9","4","0","","","4.4","5.7","30.3","25.4","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2008","13","8","5","0","","","1.0","-0.7","23","24.6","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2009","13","8","5","0","","","6.7","4.7","21.3","17.4","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2010","13","9","4","0","","","6.6","3.9","30.5","24.7","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2011","13","7","6","0","","","-1.5","-0.7","32.9","33.9","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2012","13","6","7","0","","","-10.7","-10","28","36.2","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2013","12","2","10","0","","","-22.5","-16.9","26.6","45.2","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2014","13","10","3","0","","","-1.2","-1.4","26.2","29.5","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2015","14","8","6","0","","","0.2","4.7","32.6","29.2","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2016","13","10","3","0","","","1.2","4.4","33","29.9","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2017","12","5","7","0","","","-7.8","-11","28.8","40.5","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2018","12","5","7","0","","","-1.8","-1.8","29.2","31.2","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2019","13","11","2","0","","22","10.2","12.1","36.2","25.8","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2020","6","3","3","0","","","4.7","-5.6","24.1","29.8","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2021","13","10","3","0","","","8.8","7.4","30","22","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2022","13","10","3","0","","","4.2","3.9","16.3","12.3","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Air Force","2023","13","9","4","0","","","1.1","5.9","25.6","20.9","Troy","Calhoun","2006-12-22T00:00:00.000Z"
"Nebraska","2004","11","5","6","0","","","0.4","1.9","31.1","30.2","Bill","Callahan",""
"Nebraska","2005","12","8","4","0","","24","7.6","10.3","24.2","13.8","Bill","Callahan",""
"Nebraska","2006","14","9","5","0","20","","11.2","14.7","31.5","17.7","Bill","Callahan",""
"Nebraska","2007","12","5","7","0","20","","1.4","10","39.1","31.2","Bill","Callahan",""
"UAB","2007","12","2","10","0","","","-19.8","-21.7","17.8","41.2","Neil","Callaway",""
"UAB","2008","12","4","8","0","","","-13.7","-10.3","24.5","35.4","Neil","Callaway",""
"UAB","2009","12","5","7","0","","","-8.1","-6.8","30.4","36.9","Neil","Callaway",""
"UAB","2010","12","4","8","0","","","-12.2","-9.7","26","33.2","Neil","Callaway",""
"UAB","2011","12","3","9","0","","","-20.1","-19.2","22.9","42.8","Neil","Callaway",""
"Indiana","2001","11","5","6","0","","","6.6","7.7","36.5","30.9","Cam","Cameron",""
"Rutgers","2019","8","1","7","0","","","-16.7","-14.6","17.4","31.8","Nunzio","Campanile",""
"Syracuse","2023","2","1","1","0","","","-0.4","-4.4","22.2","26.1","Nunzio","Campanile",""
"Toledo","2011","1","1","0","0","","","6.3","6.2","36","30","Matt","Campbell",""
"Toledo","2012","13","9","4","0","","","-2.7","-4","30.1","35.5","Matt","Campbell",""
"Toledo","2013","12","7","5","0","","","0.2","4.7","35.8","33.4","Matt","Campbell",""
"Toledo","2014","13","9","4","0","","","-4.1","2.3","38","35.2","Matt","Campbell",""
"Toledo","2015","11","9","2","0","","","10.2","7.7","30.4","21.8","Matt","Campbell",""
"Iowa State","2016","12","3","9","0","","","-1.7","0.7","27","28.5","Matt","Campbell",""
"Iowa State","2017","13","8","5","0","","","14.3","7.5","38.2","30.7","Matt","Campbell",""
"Iowa State","2018","13","8","5","0","","","11.4","7.9","29.9","21.5","Matt","Campbell",""
"Iowa State","2019","13","7","6","0","21","","13.6","12.6","31.8","19.5","Matt","Campbell",""
"Iowa State","2020","12","9","3","0","23","9","14.2","13.3","34.5","21.1","Matt","Campbell",""
"Iowa State","2021","13","7","6","0","7","","10.6","14.3","33.8","20.2","Matt","Campbell",""
"Iowa State","2022","12","4","8","0","","","8.0","5.3","17.7","10.6","Matt","Campbell",""
"Iowa State","2023","13","7","6","0","","","9.0","7.5","26.4","20.1","Matt","Campbell",""
"South Alabama","2018","12","3","9","0","","","-22.1","-17.7","24.5","42","Steve","Campbell",""
"South Alabama","2019","12","2","10","0","","","-17.2","-20.3","16.3","34","Steve","Campbell",""
"South Alabama","2020","11","4","7","0","","","-8.5","-11.3","22.5","33.7","Steve","Campbell",""
"South Alabama","2021","0","0","0","0","","","-8.6","-7.2","21.4","28","Steve","Campbell",""
"Maryland","2018","12","5","7","0","","","4.0","3","27.6","25.9","Matt","Canada",""
"North Texas","2010","5","2","3","0","","","-15.5","-15.6","20.7","36.2","Mike","Canales",""
"Toledo","2015","1","1","0","0","","","10.2","7.7","30.4","21.8","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2016","13","9","4","0","","","5.0","12.3","40.6","27.4","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2017","14","11","3","0","","","3.8","6.6","32.2","25.7","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2018","13","7","6","0","","","-1.6","2","35.2","34.4","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2019","12","6","6","0","","","-16.2","-13.7","25.6","38.4","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2020","6","4","2","0","","","","","","","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2021","13","7","6","0","","","0.4","6.9","29","20.7","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2022","14","9","5","0","","","-3.4","-3.7","25.7","27.9","Jason","Candle","2015-12-02T00:00:00.000Z"
"Toledo","2023","14","11","3","0","","","0.8","3.7","25.5","21.7","Jason","Candle","2015-12-02T00:00:00.000Z"
"San José State","2013","12","6","6","0","","","-5.6","-5.1","33","38.6","Ron","Caragher",""
"San José State","2014","12","3","9","0","","","-15.0","-11.5","22.1","30.5","Ron","Caragher",""
"San José State","2015","13","6","7","0","","","-6.9","-4.5","26.8","32","Ron","Caragher",""
"San José State","2016","12","4","8","0","","","-17.2","-13.6","22.4","36.7","Ron","Caragher",""
"Northern Illinois","2012","1","0","1","0","","22","5.1","12.4","35.6","25.4","Rod","Carey",""
"Northern Illinois","2013","14","12","2","0","","","4.6","6.3","36.6","29.8","Rod","Carey",""
"Northern Illinois","2014","14","11","3","0","","","-4.8","-0.6","29.8","29.6","Rod","Carey",""
"Northern Illinois","2015","14","8","6","0","","","-0.1","-0.9","26.1","25.4","Rod","Carey",""
"Northern Illinois","2016","12","5","7","0","","","-3.2","-2.4","32","32.7","Rod","Carey",""
"Northern Illinois","2017","13","8","5","0","","","-0.1","-1.4","21","20.5","Rod","Carey",""
"Northern Illinois","2018","14","8","6","0","","","-4.5","-2.7","19.1","20.8","Rod","Carey",""
"Temple","2019","13","8","5","0","","","-2.7","3.2","24.6","20.8","Rod","Carey",""
"Temple","2020","7","1","6","0","","","","","","","Rod","Carey",""
"Temple","2021","12","3","9","0","","","-19.7","-19.1","17.5","34.1","Rod","Carey",""
"Michigan","2001","12","8","4","0","12","20","13.2","19.2","36.6","19.1","Lloyd","Carr",""
"Michigan","2002","13","10","3","0","12","9","13.8","21","39.1","19.1","Lloyd","Carr",""
"Michigan","2003","13","10","3","0","4","6","20.4","24","42.4","20","Lloyd","Carr",""
"Michigan","2004","12","9","3","0","8","14","13.2","17.5","40.3","25.5","Lloyd","Carr",""
"Michigan","2005","12","7","5","0","4","","17.9","18.1","33.9","15.8","Lloyd","Carr",""
"Michigan","2006","13","11","2","0","14","8","18.2","22.6","32.3","9.9","Lloyd","Carr",""
"Michigan","2007","13","9","4","0","5","18","11.6","13.3","32.5","18.1","Lloyd","Carr",""
"USC","2001","12","6","6","0","","","11.1","13.7","31.9","18.9","Pete","Carroll",""
"USC","2002","13","11","2","0","20","4","28.9","34.5","47.7","15.5","Pete","Carroll",""
